Device Information:,,,,,,,,,,,,,,,,,,,
Name:,AGRICULTR - 2493304,,,,,,,,,,,,,,,,,,
Model:,5500AGL,,,,,,,,,,,,,,,,,,
Serial:,2493304,,,,,,,,,,,,,,,,,,
Firmware:,1.49,,,,,,,,,,,,,,,,,,
Profile Version:,0.09,,,,,,,,,,,,,,,,,,
Hardware Version:,Rev 14,,,,,,,,,,,,,,,,,,
LiNK Version:,1.04.04,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Time,Temp,Wet Bulb Temp.,Rel. Hum.,Baro.,Altitude,Station P.,Wind Speed,Heat Index,Dew Point,Dens. Alt.,Air Flow,Crosswind,Headwind,Mag. Dir.,True Dir.,Wind Chill,Delta T,Unknown,Unknown
12/08/2025 11:58,22.1,18,67.6,957.5,473,957.5,0.8,22.4,15.9,910,0.1,0.1,0.8,352,352,22.1,4.1,69.3,68.9
12/08/2025 11:58,21.8,18,69.7,957.5,473,957.5,1,22.1,16,898,0.1,0.2,1,352,353,21.7,3.8,69,68.8
12/08/2025 11:59,22.9,19,70.3,957.4,473,957.4,0.8,23.2,17.2,942,0.1,0.2,0.8,347,347,22.8,3.9,70.7,70.2
12/08/2025 11:59,22.2,18.3,69.8,957.5,473,957.5,1,22.5,16.4,914,0.1,0.3,1,343,343,22.1,3.9,69.6,69.3
12/08/2025 12:00,23.1,19,68.9,957.5,473,957.5,1,23.5,17.1,949,0.1,1,0.1,276,277,23.1,4.1,70.9,70.5
12/08/2025 12:00,24.8,19.9,64.4,957.5,473,957.5,0.7,25,17.7,1010,0.1,0.6,0.2,284,285,24.8,4.9,73.1,72.4
12/08/2025 12:01,25,19.6,62,957.2,475,957.2,0.4,25.1,17.2,1017,0,0,-0.4,182,183,24.9,5.4,73,72.4
12/08/2025 12:01,24.5,19.2,61.9,957.2,475,957.3,0.7,24.5,16.7,997,0.1,0,-0.7,179,180,24.4,5.3,72.4,71.8
12/08/2025 12:02,24.4,19.2,62.2,957.2,474,957.3,4,24.5,16.7,995,0.4,1.9,-3.5,146,147,24.4,5.2,72.4,71.8
12/08/2025 12:02,22.7,18.2,65.9,957.2,475,957.2,3.7,22.9,16,935,0.4,0.4,-3.7,177,178,22.7,4.5,70.1,69.7
12/08/2025 12:03,23.3,19.1,68.4,957.2,475,957.3,4.5,23.6,17.1,956,0.4,0.7,-4.5,172,173,23.2,4.2,71.2,70.7
12/08/2025 12:03,23.1,19,68.8,957.2,475,957.3,3.5,23.5,17.1,952,0.3,1.2,-3.3,161,161,23.1,4.1,70.9,70.4
12/08/2025 12:04,23.5,19.3,68.4,957.2,474,957.3,2.4,23.9,17.4,967,0.2,1.5,-1.8,140,140,23.5,4.2,71.4,70.9
12/08/2025 12:04,23.6,19.2,67.4,957.2,475,957.3,1.6,23.9,17.2,969,0.1,1.2,-1,127,127,23.6,4.4,71.5,71
12/08/2025 12:05,23.4,19.1,67.2,957.2,474,957.3,1.6,23.6,16.9,960,0.2,1.4,-0.8,121,121,23.3,4.3,71.2,70.7
12/08/2025 12:05,24.2,19.6,66.1,957.2,475,957.3,0.9,24.5,17.5,990,0.1,0.8,-0.4,118,118,24.2,4.6,72.2,71.6
12/08/2025 12:06,23.6,19,66,957.2,474,957.3,3.2,23.7,16.8,966,0.3,1.3,-2.9,158,158,23.5,4.5,71.4,70.8
12/08/2025 12:06,23.3,18.9,66.7,957.2,475,957.3,3.1,23.6,16.8,958,0.3,0.2,-3.1,183,184,23.3,4.4,71,70.5
12/08/2025 12:07,24.1,19.5,66.3,957.4,474,957.4,3.5,24.4,17.4,986,0.3,1.4,-3.2,157,158,24.1,4.6,72.1,71.5
12/08/2025 12:07,23.3,18.8,66.1,957.2,474,957.3,4.7,23.6,16.6,957,0.4,1.4,-4.5,160,160,23.3,4.5,71.1,70.6
12/08/2025 12:08,22.6,18.5,68.6,957.2,475,957.3,2.2,22.8,16.5,931,0.2,1,-2,153,154,22.5,4.1,70.1,69.7
12/08/2025 12:08,22.8,18.8,69.2,957.2,475,957.3,1.1,23.2,16.9,941,0.1,0.1,-1.1,184,184,22.8,4,70.6,70.1
12/08/2025 12:09,23,19,69.5,957.2,475,957.2,1.3,23.4,17.1,949,0.1,0.1,-1.3,187,187,23,4,70.8,70.4
12/08/2025 12:09,22.8,18.7,68.7,957.2,475,957.3,0.8,23.1,16.8,941,0.1,0.2,-0.8,192,192,22.8,4.1,70.5,70.1
12/08/2025 12:10,24.2,19.9,68.3,957.2,475,957.2,0.5,24.6,18,996,0,0.1,-0.5,192,192,24.2,4.3,72.4,71.8
12/08/2025 12:10,24.5,19.6,64.5,957.4,473,957.4,1.1,24.7,17.4,1000,0.1,0.4,1.1,20,21,24.5,4.9,72.8,72.2
12/08/2025 12:11,22.7,18.3,66.3,957.2,475,957.2,1.5,23,16.1,935,0.1,0.2,-1.5,171,172,22.7,4.4,70.2,69.8
12/08/2025 12:11,23.1,18.9,68.2,957.2,475,957.2,1.7,23.3,16.9,949,0.2,0.3,-1.6,170,170,23,4.2,70.8,70.3
12/08/2025 12:12,22.6,18.6,69.5,957.2,476,957.2,1.2,22.9,16.7,931,0.1,0.5,-1.1,146,146,22.5,4,70.2,69.8
12/08/2025 12:12,24.4,20.2,68.8,957.2,475,957.2,1.4,24.7,18.3,1002,0.1,0.4,-1.4,166,167,24.3,4.2,72.8,72.2
12/08/2025 12:13,25,20.2,65.7,957.2,475,957.3,1.8,25.3,18.1,1020,0.2,0.7,-1.6,198,199,24.9,4.8,73.3,72.6
12/08/2025 12:13,23.4,18.6,64.1,957.2,476,957.2,3.3,23.6,16.3,960,0.3,1.5,-2.9,154,154,23.4,4.8,71.1,70.6
12/08/2025 12:14,24.3,19.6,65.9,957.2,475,957.2,2.7,24.4,17.5,995,0.3,2.2,-1.6,134,134,24.2,4.7,72.4,71.8
12/08/2025 12:14,25,20.3,66.5,957.2,475,957.3,1,25.4,18.3,1021,0.1,1,-0.4,118,118,24.9,4.7,73.4,72.7
12/08/2025 12:15,25.9,20.5,62.5,957.2,475,957.3,0,26.6,18.2,1053,0,0,0,112,113,25.9,5.4,74.3,73.6
12/08/2025 12:15,26.5,20.6,59.5,957.4,473,957.4,1.2,27.3,18,1072,0.1,1.1,0.6,51,51,26.5,5.9,74.9,74.2
12/08/2025 12:16,25.1,19.5,60.5,957.4,473,957.4,1.4,25.1,16.9,1015,0.1,1.2,0.7,71,72,25,5.6,72.8,72.2
12/08/2025 12:16,26,20.2,59.8,957.2,474,957.3,1.6,26.4,17.5,1051,0.1,1.4,-0.7,116,117,25.9,5.8,74.2,73.5
12/08/2025 12:17,25.4,19.6,59.5,957.5,472,957.5,1,25.6,16.9,1026,0.1,0.8,0.6,54,55,25.4,5.8,73.4,72.8
12/08/2025 12:17,25.8,20,60,957.2,475,957.3,0.5,26.2,17.4,1044,0.1,0.5,-0.2,110,111,25.7,5.8,73.8,73.2
12/08/2025 12:18,26.1,20.1,58.8,957.2,475,957.3,0.8,26.5,17.4,1054,0.1,0.3,-0.7,201,201,26,6,74.2,73.5
12/08/2025 12:18,25.3,19.6,60.2,957.2,475,957.3,0.7,25.6,17,1026,0.1,0.2,-0.6,198,199,25.3,5.7,73.2,72.6
12/08/2025 12:19,25.9,20.1,59.6,957.2,475,957.3,1.6,26.4,17.4,1050,0.2,0.2,-1.6,172,173,25.9,5.8,74.1,73.5
12/08/2025 12:19,25.6,20,60,957.2,475,957.3,0.8,26,17.3,1040,0.1,0.4,-0.7,148,149,25.6,5.7,73.7,73
12/08/2025 12:20,24.5,19.2,62.4,957.2,474,957.3,3.9,24.5,16.8,996,0.4,1.4,-3.7,158,158,24.4,5.3,72.3,71.7
12/08/2025 12:20,24.1,19,63.2,957.2,475,957.3,1.9,24.2,16.6,981,0.2,0.4,-1.9,168,168,24,5,71.9,71.4
12/08/2025 12:21,24.7,19.7,64.4,957.2,475,957.3,0.8,24.8,17.5,1006,0.1,0.3,-0.8,199,200,24.6,5,72.8,72.1
12/08/2025 12:21,24.9,19.9,63.5,957.2,474,957.3,1.3,25.2,17.5,1016,0.1,0.4,-1.2,199,200,24.9,5,73.1,72.5
12/08/2025 12:22,25.2,19.9,61.7,957.2,475,957.3,2,25.5,17.4,1025,0.2,0.3,-2,166,167,25.2,5.3,73.4,72.8
12/08/2025 12:22,24.9,19.5,61.8,957.2,474,957.3,1.5,24.9,17,1012,0.1,0.4,-1.4,197,197,24.8,5.4,72.9,72.3
12/08/2025 12:23,25.8,20.5,62.3,957.2,475,957.3,0.4,26.5,18.1,1049,0,0.1,-0.4,195,196,25.8,5.3,74.2,73.5
12/08/2025 12:23,24.7,19.5,62.1,957.2,474,957.3,1.4,24.7,16.9,1004,0.1,0.2,-1.4,190,191,24.6,5.2,72.6,72
12/08/2025 12:24,24.8,19.7,63.4,957.4,474,957.4,1.7,25,17.4,1009,0.2,0.5,-1.6,198,198,24.8,5.1,73,72.3
12/08/2025 12:24,24.2,19.4,64.6,957.4,474,957.4,2.5,24.3,17.1,987,0.2,0.9,-2.4,163,163,24.1,4.8,72.1,71.5
12/08/2025 12:25,25.6,20.8,65.5,957.2,475,957.3,0.8,26.4,18.7,1045,0.1,0.2,-0.7,155,156,25.6,4.8,74.2,73.4
12/08/2025 12:25,25,19.9,63.5,957.2,474,957.3,1.4,25.3,17.6,1018,0.1,0.5,-1.3,161,162,25,5.1,73.2,72.6
12/08/2025 12:26,24.5,19.4,63.2,957.4,473,957.4,4.6,24.6,17,997,0.4,3.1,-3.4,141,142,24.4,5.1,72.5,71.9
12/08/2025 12:26,24.5,19.6,64.6,957.4,474,957.4,4.7,24.7,17.4,1000,0.5,0.3,-4.7,179,179,24.5,4.9,72.5,71.9
12/08/2025 12:27,24.4,19.6,64.4,957.4,474,957.4,3.8,24.6,17.2,995,0.4,1.2,-3.6,156,157,24.4,4.8,72.4,71.8
12/08/2025 12:27,23.9,19.2,65.1,957.4,473,957.4,3.5,24,16.9,975,0.3,1.8,-3,157,158,23.8,4.7,71.8,71.2
12/08/2025 12:28,23.7,19.2,66.4,957.4,474,957.4,2.5,24,17.1,970,0.2,0.9,-2.3,200,201,23.7,4.5,71.6,71.1
12/08/2025 12:28,24.4,19.7,66,957.4,473,957.4,1.9,24.6,17.6,997,0.2,1.8,-0.6,109,109,24.3,4.7,72.5,71.9
12/08/2025 12:29,25.1,20.2,64.7,957.2,474,957.3,2.1,25.6,18,1025,0.2,0.5,-2,170,170,25.1,4.9,73.4,72.7
12/08/2025 12:29,24,19.1,63.9,957.2,475,957.3,3.3,24.2,16.8,981,0.3,0.5,-3.2,171,172,24,4.9,71.9,71.3
12/08/2025 12:30,24.6,19.6,63.9,957.2,474,957.3,2.1,24.7,17.3,1002,0.2,1.8,1.1,80,80,24.5,5,72.6,72
12/08/2025 12:30,24.1,19.1,63.2,957.2,474,957.3,5.6,24.3,16.7,985,0.5,1.4,-5.4,169,169,24.1,5,72.2,71.6
12/08/2025 12:31,24.2,19.3,64,957.2,474,957.3,3.4,24.3,16.9,987,0.3,2.4,-2.4,117,118,24.1,4.9,72.1,71.5
12/08/2025 12:31,24.6,19.5,63.4,957.2,475,957.2,2.4,24.8,17.2,1004,0.2,0.2,-2.4,168,168,24.6,5.1,72.6,72
12/08/2025 12:32,24.7,19.5,62.9,957.2,474,957.4,1.7,24.7,17.1,1004,0.2,1.4,0.9,63,63,24.6,5.2,72.6,72
12/08/2025 12:32,24.7,19.5,62.5,957.2,475,957.3,3.2,24.8,17.1,1007,0.3,0.3,-3.2,177,178,24.7,5.2,72.7,72
12/08/2025 12:33,24.9,19.7,62.4,957.2,475,957.2,2.9,25.1,17.2,1015,0.3,1.1,-2.7,159,159,24.9,5.2,73,72.4
12/08/2025 12:33,24.6,19.3,61.9,957.2,475,957.3,1.7,24.6,16.8,1000,0.2,1.5,-0.7,116,117,24.5,5.3,72.4,71.8
12/08/2025 12:34,24.8,19.5,61.8,957.2,475,957.3,3.4,24.8,17,1008,0.3,1.7,-2.9,144,145,24.7,5.3,72.7,72.1
12/08/2025 12:34,25.1,19.6,61.2,957.2,475,957.2,1.6,25.3,17.1,1020,0.2,0.8,-1.5,152,153,25.1,5.5,73.1,72.5
12/08/2025 12:35,24.7,19.5,62.1,957.2,475,957.2,3,24.8,17,1007,0.3,0.8,-2.9,165,165,24.7,5.2,72.6,72
12/08/2025 12:35,24.3,19.1,62.3,957.2,475,957.2,3.6,24.3,16.6,989,0.3,0.4,-3.6,175,175,24.2,5.2,72.2,71.6
12/08/2025 12:36,25.6,20.4,63.4,957.2,475,957.3,2.2,26.3,18.1,1041,0.2,0.6,-2.1,165,165,25.6,5.2,73.9,73.2
12/08/2025 12:36,24.8,19.3,60.6,957.2,475,957.2,2.1,24.8,16.7,1010,0.2,1.9,-1,120,121,24.8,5.5,72.8,72.2
12/08/2025 12:37,25.3,19.7,60.4,957.2,475,957.2,2.9,25.6,17.1,1028,0.3,0.8,-2.7,170,171,25.3,5.6,73.4,72.8
12/08/2025 12:37,25.2,19.7,61.2,957.2,475,957.2,1.2,25.3,17.2,1023,0.1,1,-0.7,124,125,25.1,5.5,73.2,72.6
12/08/2025 12:38,25.9,20.3,60.6,957.4,473,957.4,0.5,26.3,17.7,1048,0,0.2,0.4,27,28,25.8,5.6,74,73.3
12/08/2025 12:38,26.2,20.1,58,957.2,475,957.2,1.1,26.5,17.3,1058,0.1,1.1,0,92,93,26.1,6.1,74.3,73.6
12/08/2025 12:39,25.2,19.1,57.3,957.2,475,957.2,3.9,25.2,16.2,1020,0.4,0.5,-3.9,172,173,25.2,6.1,73.1,72.5
12/08/2025 12:39,24.3,18.8,60.6,957.2,475,957.2,4.8,24.3,16.2,991,0.5,0.2,-4.8,186,187,24.3,5.5,72,71.4
12/08/2025 12:40,24.4,19.2,62.7,957.2,476,957.2,4.2,24.4,16.8,994,0.4,1.8,-3.8,157,158,24.3,5.2,72.3,71.7
12/08/2025 12:40,24.6,19.5,63.4,957.2,476,957.2,4.2,24.8,17.2,1004,0.4,0.7,-4.1,163,163,24.6,5.1,72.5,71.9
12/08/2025 12:41,24.1,19.1,63.3,957,476,957.1,1.6,24.2,16.7,984,0.1,0.2,-1.6,175,175,24,5,71.8,71.2
12/08/2025 12:41,24.1,19.3,64.5,957.2,476,957.2,1.9,24.2,17,986,0.2,1.5,-1.3,132,133,24,4.8,71.8,71.3
12/08/2025 12:42,24.8,19.7,63.4,957.2,476,957.1,1.9,25,17.4,1013,0.2,1.7,-0.7,113,113,24.8,5.1,72.9,72.3
12/08/2025 12:42,24.3,19.1,62.6,957,477,957.1,3.6,24.4,16.7,994,0.3,0.8,-3.5,171,171,24.3,5.2,72.1,71.5
12/08/2025 12:43,25.1,19.8,62.3,957.2,476,957.2,3.9,25.2,17.3,1020,0.4,1.7,-3.5,154,154,25,5.2,73.1,72.5
12/08/2025 12:43,24.5,19.2,61.9,957,476,957.1,3.6,24.5,16.7,999,0.3,2.5,-2.6,122,122,24.4,5.3,72.2,71.7
12/08/2025 12:44,24.6,19.2,61.5,957,477,957.1,2.8,24.6,16.7,1002,0.3,0.4,-2.8,170,171,24.5,5.4,72.4,71.8
12/08/2025 12:44,24.5,19.1,61.1,957,476,957.1,3.4,24.5,16.5,999,0.3,0.9,-3.3,167,168,24.5,5.4,72.2,71.7
12/08/2025 12:45,24.5,19.4,62.6,957,477,957.1,2.6,24.5,16.9,1000,0.2,1.2,-2.3,152,153,24.4,5.1,72.2,71.6
12/08/2025 12:45,25.6,20.2,61.6,957,477,957.1,1.8,26.1,17.7,1043,0.2,1.5,-0.9,122,122,25.6,5.4,73.8,73.1
12/08/2025 12:46,25.3,19.7,60.4,957,477,957,2.4,25.6,17.1,1030,0.2,1.2,-2.1,152,152,25.3,5.6,73.3,72.7
12/08/2025 12:46,24.8,19.2,60.2,957,477,957,2.2,24.8,16.6,1010,0.2,0.2,-2.2,175,176,24.8,5.6,72.6,72
12/08/2025 12:47,25,19.5,61.1,957.2,476,957.2,2.3,25,17,1016,0.2,2.1,-1,111,112,24.9,5.5,72.9,72.3
12/08/2025 12:47,25.1,19.5,60.5,957.2,475,957.2,3.2,25.3,16.9,1021,0.3,2.3,-2.2,145,146,25.1,5.6,73.2,72.5
12/08/2025 12:48,26.3,20.4,59.6,957,476,957.1,0.3,26.8,17.8,1066,0,0.3,-0.2,118,118,26.2,5.9,74.5,73.8
12/08/2025 12:48,26.6,20.2,56.9,957.2,475,957.2,0.6,27,17.3,1072,0.1,0.6,0,91,92,26.5,6.4,74.5,73.9
12/08/2025 12:49,26.1,19.6,55.9,957.2,476,957.2,1,26.2,16.6,1051,0.1,0.8,-0.7,132,132,26,6.5,73.9,73.3
12/08/2025 12:49,25,19.2,58.6,957.2,476,957.2,1,25,16.4,1015,0.1,0.7,-0.7,137,138,25,5.8,72.6,72
12/08/2025 12:50,26,20.2,59.9,957.2,474,957.3,0.6,26.5,17.6,1053,0.1,0.3,0.6,29,29,26,5.8,74.1,73.5
12/08/2025 12:50,27.2,20.7,56.9,957.2,475,957.2,1.4,28,17.9,1096,0.1,0.9,-1.1,141,142,27.2,6.5,75.7,75
12/08/2025 12:51,24.8,18.7,56.9,957.2,475,957.3,4.2,24.6,15.7,1004,0.4,0.7,-4.1,172,172,24.8,6.1,72.4,71.8
12/08/2025 12:51,24.2,18.8,60.9,957.2,475,957.2,2.4,24.1,16.2,984,0.2,0,-2.4,186,187,24.1,5.4,71.7,71.2
12/08/2025 12:52,24.6,19.4,62.8,957.2,474,957.3,2.1,24.6,17,1001,0.2,0,-2.1,179,179,24.5,5.2,72.3,71.8
12/08/2025 12:52,25.2,19.9,62,957.2,475,957.3,2.6,25.5,17.4,1025,0.2,1.1,-2.3,141,142,25.2,5.3,73.4,72.7
12/08/2025 12:53,24.8,19.4,61.6,957.2,474,957.3,2.8,24.8,16.9,1007,0.3,0.5,-2.8,170,171,24.7,5.3,72.7,72
12/08/2025 12:53,25.3,19.9,62.1,957.2,474,957.3,1.2,25.5,17.5,1027,0.1,0.7,-1,148,148,25.2,5.4,73.3,72.7
12/08/2025 12:54,26.9,21,59.5,957.5,473,957.5,1,27.9,18.4,1088,0.1,0.8,0.6,55,55,26.9,5.9,75.4,74.7
12/08/2025 12:54,26.8,20.3,56.2,957.5,472,957.5,1.7,27.4,17.3,1076,0.2,1.5,0.8,61,61,26.8,6.5,74.9,74.3
12/08/2025 12:55,27.8,21,55.3,957.2,474,957.3,1.2,28.7,18.1,1116,0.1,0.1,-1.2,184,185,27.8,6.8,76.2,75.6
12/08/2025 12:55,26.2,19.6,55.2,957.5,472,957.5,1.2,26.3,16.5,1051,0.1,0.6,1,58,58,26.1,6.6,73.8,73.2
12/08/2025 12:56,26.8,20.1,55.5,957.4,474,957.4,1.3,27.2,17.1,1076,0.1,1.3,-0.2,98,98,26.7,6.7,74.8,74.2
12/08/2025 12:56,27.1,20.4,55.8,957.5,473,957.5,0.7,27.6,17.5,1088,0.1,0.4,0.6,31,32,27,6.7,75.1,74.5
12/08/2025 12:57,27.6,20.6,53.6,957.5,472,957.5,4.1,28.2,17.4,1106,0.4,1.4,3.9,344,345,27.6,7,75.7,75.1
12/08/2025 12:57,26.8,19.8,53.5,957.5,473,957.5,1.2,27,16.6,1072,0.1,1.1,0.5,66,66,26.7,7,74.5,73.9
12/08/2025 12:58,26.3,19.4,54,957.4,474,957.4,1.3,26.3,16.2,1055,0.1,1.1,-0.6,117,117,26.2,6.9,74,73.4
12/08/2025 12:58,26.9,20.2,55.5,957.4,474,957.4,0.9,27.3,17.2,1080,0.1,0.8,-0.3,113,113,26.8,6.7,74.8,74.2
12/08/2025 12:59,26.2,19.7,55.8,957.5,472,957.5,2,26.5,16.7,1053,0.2,1.2,1.6,48,48,26.2,6.5,74,73.4
12/08/2025 12:59,27.4,20.8,56.7,957.5,473,957.5,1,28.2,18,1101,0.1,0.7,0.7,47,48,27.4,6.6,75.6,75
12/08/2025 13:00,27.1,20.3,54.6,957.4,474,957.4,1.1,27.6,17.2,1090,0.1,0.8,-0.7,129,129,27.1,6.8,75.1,74.5
12/08/2025 13:00,26.8,20.1,54.8,957.2,474,957.4,2.3,27.2,17,1077,0.2,0.6,-2.2,163,163,26.8,6.7,74.9,74.3
12/08/2025 13:01,25.2,19.3,58.2,957.4,474,957.4,2.1,25.2,16.4,1020,0.2,0.3,-2.1,164,165,25.2,6,72.9,72.3
12/08/2025 13:01,25.4,19.7,59.9,957.2,474,957.3,2.3,25.6,17.1,1030,0.2,1.2,-2,149,150,25.4,5.7,73.4,72.8
12/08/2025 13:02,26.4,20.6,60.4,957.4,474,957.4,1.1,27.1,18.1,1067,0.1,0.9,-0.6,121,122,26.3,5.8,74.8,74.1
12/08/2025 13:02,27.3,21,58.1,957.4,474,957.4,0.6,28.3,18.3,1099,0.1,0.5,-0.3,122,123,27.3,6.3,75.8,75.1
12/08/2025 13:03,28,21.1,55.2,957.4,474,957.4,0.5,29,18.2,1122,0,0.4,-0.3,122,122,28,6.9,76.4,75.7
12/08/2025 13:03,27.4,20.5,54.8,957.5,473,957.5,0.4,27.9,17.5,1097,0,0.1,0.4,14,15,27.3,6.9,75.4,74.8
12/08/2025 13:04,27.3,20.3,54,957.2,475,957.2,1.7,27.8,17.2,1097,0.2,0.9,-1.5,149,149,27.3,7,75.4,74.8
12/08/2025 13:04,27.2,20.4,54.9,957.2,475,957.3,1.3,27.6,17.3,1092,0.1,1.1,-0.6,119,120,27.1,6.8,75.3,74.7
12/08/2025 13:05,25.9,19.2,54.9,957.2,474,957.3,2.5,25.9,16.1,1043,0.2,0.4,-2.4,191,191,25.9,6.7,73.7,73.1
12/08/2025 13:05,25.4,19.5,58.9,957.2,476,957.2,1.3,25.6,16.8,1031,0.1,0,-1.3,179,180,25.4,5.9,73.3,72.6
12/08/2025 13:06,27,21,59.3,957.2,475,957.2,0,28,18.4,1091,0,0,0,178,178,27,6,75.4,74.7
12/08/2025 13:06,26.9,20.6,57.1,957.5,472,957.5,1.4,27.6,17.7,1084,0.1,0.7,-1.2,151,152,26.9,6.3,75.2,74.6
12/08/2025 13:07,26.2,20.1,58,957.2,475,957.2,0.6,26.5,17.3,1058,0.1,0.5,-0.3,124,125,26.1,6.1,74.1,73.5
12/08/2025 13:07,28,21.5,57.5,957.4,473,957.4,1.1,29.2,18.8,1126,0.1,1.1,-0.1,264,265,27.9,6.5,76.7,76
12/08/2025 13:08,27.8,20.9,54.8,957.2,475,957.3,2.1,28.5,17.9,1116,0.2,1.2,-1.7,146,146,27.7,6.9,76.3,75.6
12/08/2025 13:08,26,19.8,57.1,957.2,475,957.3,3,26.3,16.9,1050,0.3,0.6,-2.9,167,168,26,6.2,74,73.3
12/08/2025 13:09,25.6,19.8,59.5,957.2,475,957.3,3.3,25.8,17.1,1036,0.3,0.8,-3.3,168,168,25.5,5.8,73.7,73
12/08/2025 13:09,26,20.4,61.1,957.2,475,957.3,1.4,26.5,17.9,1054,0.1,0.5,-1.3,158,159,25.9,5.6,74.3,73.6
12/08/2025 13:10,26,20.2,59.9,957.2,475,957.2,1.4,26.5,17.6,1054,0.1,0.8,-1.2,148,148,26,5.8,74.3,73.6
12/08/2025 13:10,26.2,20.2,59,957.2,475,957.3,1.4,26.6,17.5,1058,0.1,0.1,-1.4,174,174,26.1,6,74.4,73.8
12/08/2025 13:11,26.5,20.5,59,957.2,475,957.2,1.2,27,17.8,1070,0.1,0.3,-1.1,162,162,26.4,6,74.8,74.1
